,Symbol_x,Date,Expiry,Strike Price,Call Price,Symbol_y,Put Price
140,BAJAJ-AUTO,01-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
141,BAJAJ-AUTO,02-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
142,BAJAJ-AUTO,02-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
143,BAJAJ-AUTO,02-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
144,BAJAJ-AUTO,05-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
145,BAJAJ-AUTO,05-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
146,BAJAJ-AUTO,05-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
147,BAJAJ-AUTO,06-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
148,BAJAJ-AUTO,06-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
149,BAJAJ-AUTO,06-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
150,BAJAJ-AUTO,07-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
151,BAJAJ-AUTO,07-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
152,BAJAJ-AUTO,07-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
153,BAJAJ-AUTO,08-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
154,BAJAJ-AUTO,08-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
155,BAJAJ-AUTO,08-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
156,BAJAJ-AUTO,09-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
157,BAJAJ-AUTO,09-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
158,BAJAJ-AUTO,09-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
159,BAJAJ-AUTO,12-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
160,BAJAJ-AUTO,12-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
161,BAJAJ-AUTO,12-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
162,BAJAJ-AUTO,13-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
163,BAJAJ-AUTO,13-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
164,BAJAJ-AUTO,13-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
165,BAJAJ-AUTO,14-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
166,BAJAJ-AUTO,14-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
167,BAJAJ-AUTO,14-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
168,BAJAJ-AUTO,15-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
169,BAJAJ-AUTO,15-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
170,BAJAJ-AUTO,15-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
171,BAJAJ-AUTO,16-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
172,BAJAJ-AUTO,16-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
173,BAJAJ-AUTO,16-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
174,BAJAJ-AUTO,19-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
175,BAJAJ-AUTO,19-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
176,BAJAJ-AUTO,19-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
177,BAJAJ-AUTO,20-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
178,BAJAJ-AUTO,20-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
179,BAJAJ-AUTO,20-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
180,BAJAJ-AUTO,21-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
181,BAJAJ-AUTO,21-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
182,BAJAJ-AUTO,21-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
183,BAJAJ-AUTO,22-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
184,BAJAJ-AUTO,22-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
185,BAJAJ-AUTO,22-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
186,BAJAJ-AUTO,23-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
187,BAJAJ-AUTO,23-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
188,BAJAJ-AUTO,23-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
189,BAJAJ-AUTO,27-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
190,BAJAJ-AUTO,27-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
191,BAJAJ-AUTO,27-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
192,BAJAJ-AUTO,28-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
193,BAJAJ-AUTO,28-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
194,BAJAJ-AUTO,28-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
195,BAJAJ-AUTO,29-Jan-2015,29-Jan-2015,3000,36.6,BAJAJ-AUTO,394.35
196,BAJAJ-AUTO,29-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
197,BAJAJ-AUTO,29-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
198,BAJAJ-AUTO,30-Jan-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
199,BAJAJ-AUTO,30-Jan-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
200,BAJAJ-AUTO,30-Jan-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
201,BAJAJ-AUTO,02-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
202,BAJAJ-AUTO,02-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
203,BAJAJ-AUTO,02-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
204,BAJAJ-AUTO,03-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
205,BAJAJ-AUTO,03-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
206,BAJAJ-AUTO,03-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
207,BAJAJ-AUTO,04-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
208,BAJAJ-AUTO,04-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
209,BAJAJ-AUTO,04-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
210,BAJAJ-AUTO,05-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
211,BAJAJ-AUTO,05-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
212,BAJAJ-AUTO,05-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
213,BAJAJ-AUTO,06-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
214,BAJAJ-AUTO,06-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
215,BAJAJ-AUTO,06-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
216,BAJAJ-AUTO,09-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
217,BAJAJ-AUTO,09-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
218,BAJAJ-AUTO,09-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
219,BAJAJ-AUTO,10-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
220,BAJAJ-AUTO,10-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
221,BAJAJ-AUTO,10-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
222,BAJAJ-AUTO,11-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
223,BAJAJ-AUTO,11-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
224,BAJAJ-AUTO,11-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
225,BAJAJ-AUTO,12-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
226,BAJAJ-AUTO,12-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
227,BAJAJ-AUTO,12-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
228,BAJAJ-AUTO,13-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
229,BAJAJ-AUTO,13-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
230,BAJAJ-AUTO,13-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
231,BAJAJ-AUTO,16-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
232,BAJAJ-AUTO,16-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
233,BAJAJ-AUTO,16-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
234,BAJAJ-AUTO,18-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
235,BAJAJ-AUTO,18-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
236,BAJAJ-AUTO,18-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
237,BAJAJ-AUTO,19-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
238,BAJAJ-AUTO,19-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
239,BAJAJ-AUTO,19-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
240,BAJAJ-AUTO,20-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
241,BAJAJ-AUTO,20-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
242,BAJAJ-AUTO,20-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
243,BAJAJ-AUTO,23-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
244,BAJAJ-AUTO,23-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
245,BAJAJ-AUTO,23-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
246,BAJAJ-AUTO,24-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
247,BAJAJ-AUTO,24-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
248,BAJAJ-AUTO,24-Feb-2015,30-Apr-2015,3000,3.2,BAJAJ-AUTO,535.15
249,BAJAJ-AUTO,25-Feb-2015,26-Feb-2015,3000,31.15,BAJAJ-AUTO,317.6
250,BAJAJ-AUTO,25-Feb-2015,26-Mar-2015,3000,7.4,BAJAJ-AUTO,465.95
